00:04:05.788 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|444ms
00:04:05.807 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:09:05.925 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|575ms
00:09:05.932 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:14:05.969 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|614ms
00:14:05.972 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:19:05.965 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|609ms
00:19:05.968 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:24:05.651 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|367ms
00:24:05.654 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:29:05.852 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|572ms
00:29:05.855 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:34:05.922 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|647ms
00:34:05.924 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:39:05.880 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|607ms
00:39:05.882 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:44:05.843 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|573ms
00:44:05.845 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:49:05.906 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|641ms
00:49:05.908 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:54:05.989 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|672ms
00:54:05.991 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
00:59:05.922 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|603ms
00:59:05.925 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:04:05.958 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|636ms
01:04:05.959 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:09:05.898 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|574ms
01:09:05.900 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:14:05.929 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|603ms
01:14:05.932 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:19:05.912 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|582ms
01:19:05.914 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:24:05.996 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|664ms
01:24:05.999 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:29:05.907 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|570ms
01:29:05.912 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:34:05.997 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|658ms
01:34:06.000 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:39:05.942 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|601ms
01:39:05.945 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:44:05.910 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|566ms
01:44:05.913 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
01:49:05.949 INFO  vert.x-eventloop-thread-0 BaseServiceProxy     : -> GET /sso/ping,200|602ms
01:49:05.953 INFO  vert.x-eventloop-thread-0 SsoService           : sso ping {"result": "true"}
