,conId,impliedVol,delta,optPrice,pvDividend,gamma,vega,theta,undPrice
0,757533039.0,0.14249274439416082,0.5843445527142109,31.68730315292214,0.0,0.006287687776568232,1.699969471829263,-7.604917243979344,6082.49951171875
1,757533039.0,0.13983188195211296,0.5832803916414264,31.25,0.0,0.006410756128259879,1.6976134949472192,-6.34898967834893,6082.5
2,757533039.0,0.14277830683054277,0.5816654273371461,32.0,0.0,0.006283882435493845,1.699079260447278,-6.4883898465892385,6082.5
3,757533039.0,0.14245303851825422,0.5818547429496759,28.75,0.0,0.006298770814546425,1.6985933347531452,-6.474162478291233,6082.5
4,757533264.0,0.14079174161736574,-0.41542941327591204,18.790316625826563,0.0,0.006287687776568232,1.699969471829263,-7.606476325724998,6082.49951171875
5,757533264.0,0.14127354316851776,-0.41727619927391285,18.5,0.0,0.0063491907976094475,1.6980133778824698,-6.419879497860256,6082.5
6,757533264.0,0.14421669291040132,-0.41885711033609463,19.0,0.0,0.006224822807340307,1.6994344501256473,-6.559098124949379,6082.5
7,757533264.0,0.1403703012066194,-0.4167776589869175,18.5,0.0,0.006388337802482013,1.6975594650403383,-6.377131848424452,6082.5
8,747767193.0,0.1395917917258959,-0.4465974869190748,20.685117277365862,0.0,0.006449013600976593,1.7220663391726703,-7.67076274631836,6082.49951171875
9,747767193.0,0.13873930572085702,-0.44846420061429304,20.5,0.0,0.006552412801959466,1.7209278344159706,-6.389573678622387,6082.5
10,747767193.0,0.14164402992146824,-0.44943166849804195,21.0,0.0,0.006420051454440875,1.721466894115512,-6.525384918881612,6082.5
11,747767193.0,0.13919460380483584,-0.4486186069032546,22.75,0.0,0.0065313093295822355,1.7210145578710505,-6.41086404255223,6082.5
12,747767280.0,0.13900046655116963,0.5531764790710482,28.58323397451113,0.0,0.006449013600976593,1.7220663391726703,-7.669807964397478,6082.49951171875
13,747767280.0,0.138751980578464,0.5513038824711295,28.0,0.0,0.006551823480759021,1.7209302601984828,-6.389252480134804,6082.5
14,747767280.0,0.14165670080952134,0.5503365969245934,28.5,0.0,0.006419485694196522,1.721469173391394,-6.525063353394466,6082.5
15,747767280.0,0.14163462892331405,0.5503437921321845,29.5,0.0,0.006420471276730263,1.7214652026425779,-6.524031532381218,6082.5
16,759513544.0,0.13586927827837889,-0.5120918940495576,24.679379336389957,0.0,0.00673460149147628,1.7359120954961327,-7.497878111310456,6082.49951171875
17,759513544.0,0.1334822776762318,-0.5151439134651876,24.25,0.0,0.006862600721461072,1.734100374948444,-6.1939616727435745,6082.5
18,759513544.0,0.13636275692475044,-0.5147405106794025,24.75,0.0,0.006717894261885251,1.7341666452922562,-6.327869527640956,6082.5
19,759513544.0,0.13667597613593532,-0.5146975649977947,23.75,0.0,0.006702525781970315,1.7341735957120339,-6.3424301573610675,6082.5
20,759513727.0,0.13507441325621178,0.4876820719405654,22.579756373634154,0.0,0.00673460149147628,1.7359120954961327,-7.498131929038664,6082.49951171875
21,759513727.0,0.13381625679650738,0.48638753318442124,22.0,0.0,0.006846280988810885,1.7344476191562301,-6.210993507496232,6082.75
22,759513727.0,0.13669929440054404,0.48675346210403997,22.5,0.0,0.0067020958736516145,1.7345007841956366,-6.344999505904038,6082.75
23,759513727.0,0.1348966609405451,0.4865262885572631,23.25,0.0,0.006791527882993705,1.7344679506622835,-6.261212108261656,6082.75
24,757533005.0,0.13279973181525742,-0.5464730110572554,26.9615231079124,0.0,0.00680242024683393,1.7256727191524988,-7.305395122925347,6082.49951171875
25,757533005.0,0.1310676716256461,-0.5485702803751882,26.5,0.0,0.006941693370149057,1.722497506642195,-6.04089018160184,6082.75
26,757533005.0,0.13541629782846681,-0.5468930840093242,27.0,0.0,0.006722197505258439,1.7233750302842779,-6.244515187501555,6082.75
27,757533005.0,0.13222130822352593,-0.5481150689894997,26.75,0.0,0.0068820904631849145,1.722738733475556,-6.094919305455844,6082.75
28,757533189.0,0.1338044336564227,0.45330095493286754,19.863030315205833,0.0,0.00680242024683393,1.7256727191524988,-7.306253240477872,6082.49951171875
29,757533189.0,0.1313137728822278,0.45129986566670915,19.25,0.0,0.00692889275579624,1.7225494987695096,-6.0533000887644794,6082.75
30,757533189.0,0.13421738724121218,0.45242727980826675,19.75,0.0,0.006781325438633367,1.723141565897624,-6.189269511866283,6082.75
31,757533189.0,0.13309201822220235,0.45199590154885055,18.75,0.0,0.006837772889650138,1.7229166751746274,-6.136576527289809,6082.75
